,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
140,0,0,51,400,0.11,0.49518299615182326,1,0.019927761862997537,20.76733741022844,0.6163069542886553,0.41384863117329335,417.0,621,257.0
141,0,0,51,400,0.14,0.9770250734875313,0.1,0.0,2962962.962485836,0.9999999994565217,0.29629629624858356,184.0,621,184.0
142,0,1,25,400,0.11,0.22365761279492585,1,0.19666209988545694,2.2681265163846747,0.14924568964713114,0.44605475033074804,1856.0,621,277.0
143,0,1,25,400,0.18,0.9107727155359311,0.1,0.0,917874.39598746,0.999999998245614,0.091787439598746,57.0,621,57.0
144,0,1,201,1600,0.01,0.16190847162327543,1,0.8007223813575698,1.2488721412486614,0.0880851063817293,0.9999999998389695,7050.0,621,621.0
145,0,1,201,1600,0.01,0.08888765177414334,0.1,0.8007223813575698,1.2488721412486614,0.0880851063817293,0.9999999998389695,7050.0,621,621.0
146,0,1,301,2000,0.01,0.27928339307728167,1,0.38921409888667063,2.515494103727966,0.16287168496750948,0.9790660223866239,3733.0,621,608.0
147,0,1,301,2000,0.01,0.16422718632186614,0.1,0.38921409888667063,2.515494103727966,0.16287168496750948,0.9790660223866239,3733.0,621,608.0
148,0,0,11,1800,0.32,0.2773382557630619,1,0.15319466932179357,3.1324253273823026,0.1950261779977077,0.47987117544607555,1528.0,621,298.0
149,0,0,11,1800,1.08,0.6834959649071918,0.1,0.0,209339.77452345577,0.9999999923076924,0.020933977452345577,13.0,621,13.0
150,1,1,75,1200,0.06,0.32585692271468,1,0.16901233030054785,3.6681786817605095,0.22101033293794428,0.6199677937810036,1742.0,621,385.0
151,1,1,75,1200,0.14,0.48847396316907815,0.1,0.00946568688492383,13.09912849967977,0.5032679735272758,0.12399355875620072,153.0,621,77.0
152,0,1,175,1600,0.02,0.6059112799691856,1,0.028397060654771492,20.924729260043033,0.6180904521577738,0.5942028984550398,597.0,621,369.0
153,0,1,175,1600,0.02,0.6178444287434158,0.1,0.028397060654771492,20.924729260043033,0.6180904521577738,0.5942028984550398,597.0,621,369.0
154,0,0,251,600,0.02,0.3779095896516247,1,0.1439780794601572,4.630331270050531,0.2636942674991277,0.666666666559313,1570.0,621,414.0
155,0,0,251,600,0.03,0.35725626340716005,0.1,0.04633204633146928,7.194428915399781,0.35751295330612903,0.3333333332796565,579.0,621,207.0
156,1,1,201,1000,0.02,0.21183136546551967,1,0.5513762610468131,1.7464712505622613,0.11900497512200986,0.9629629628078965,5025.0,621,598.0
157,1,1,201,1000,0.02,0.12004665624060577,0.1,0.5513762610468131,1.7464712505622613,0.11900497512200986,0.9629629628078965,5025.0,621,598.0
158,0,0,301,1400,0.02,0.6203124499471475,1,0.032631710050658465,19.591051317197046,0.6024279210011491,0.6392914652754764,659.0,621,397.0
159,0,0,301,1400,0.02,0.6027719634456115,0.1,0.032631710050658465,19.591051317197046,0.6024279210011491,0.6392914652754764,659.0,621,397.0
160,0,0,25,1400,0.24,0.30618248422851757,1,0.030140739817783774,8.334463503565972,0.3919597988964925,0.2512077294281469,398.0,621,156.0
161,0,0,25,1400,0.51,0.8090339531329341,0.1,0.0,402576.4894681842,0.999999996,0.040257648946818415,25.0,621,25.0
162,1,1,225,600,0.03,0.16599037411173537,1,0.23228297421556504,1.5598159346949403,0.10765550238719353,0.36231884052136576,2090.0,621,225.0
163,1,1,225,600,0.03,0.10840991000609583,0.1,0.23228297421556504,1.5598159346949403,0.10765550238719353,0.36231884052136576,2090.0,621,225.0
164,0,0,75,600,0.08,0.4978478701787171,1,0.05305766596023094,10.531468056922453,0.4489003880402458,0.5587761673818397,773.0,621,347.0
165,0,0,75,600,0.13,0.9646186238315384,0.1,0.0,2125603.8643920124,0.9999999992424243,0.21256038643920125,132.0,621,132.0
166,0,1,75,1400,0.05,0.31737084334026183,1,0.03425084070202702,7.945525036758677,0.380630630544903,0.2721417068804925,444.0,621,169.0
167,0,1,75,1400,0.05,0.3791340443479175,0.1,0.03425084070202702,7.945525036758677,0.380630630544903,0.2721417068804925,444.0,621,169.0
168,1,0,25,800,0.45,0.3382497065597787,1,0.027898866608196553,9.927701934047183,0.43434343423375166,0.2769726247541107,396.0,621,172.0
169,1,0,25,800,0.53,0.7184183015555219,0.1,0.004483746419174446,37.350034760913836,0.7428571423265307,0.16747181961876462,140.0,621,104.0
170,1,0,301,1800,0.05,0.6013985551434905,1,0.07211358824172234,11.522332230146473,0.47123287666929375,0.8309178742623321,1095.0,621,516.0
171,1,0,301,1800,0.05,0.47326117414926083,0.1,0.07211358824172234,11.522332230146473,0.47123287666929375,0.8309178742623321,1095.0,621,516.0
